transaction_id,product_id,product_name,date,day_part,day_type,quantity,unit_price,cost 
71,4,Cookies,2016-10-31,Evening,Weekday,1,1.50,1.50
72,8,Pastry,2016-01-11,Morning,Weekday,1,3.50,3.50
73,8,Pastry,2016-01-11,Morning,Weekday,10,3.50,35.00
74,8,Pastry,2016-01-11,Morning,Weekday,1,3.50,3.50
75,8,Pastry,2016-01-11,Morning,Weekday,1,3.50,3.50
76,8,Pastry,2016-01-11,Morning,Weekday,1,3.50,3.50
77,8,Pastry,2016-01-11,Morning,Weekday,1,3.50,3.50
78,8,Pastry,2016-01-11,Morning,Weekday,2,3.50,7.00
79,8,Pastry,2016-01-11,Morning,Weekday,4,3.50,14.00
80,3,Cake,2016-01-11,Morning,Weekday,1,5.00,5.00
81,4,Cookies,2016-01-11,Morning,Weekday,1,1.50,1.50
82,4,Cookies,2016-01-11,Morning,Weekday,2,1.50,3.00
83,8,Pastry,2016-01-11,Morning,Weekday,1,3.50,3.50
84,8,Pastry,2016-01-11,Morning,Weekday,3,3.50,10.50
85,8,Pastry,2016-01-11,Morning,Weekday,1,3.50,3.50
86,7,Muffin,2016-01-11,Afternoon,Weekday,1,2.00,2.00
87,4,Cookies,2016-01-11,Afternoon,Weekday,1,1.50,1.50
88,8,Pastry,2016-01-11,Afternoon,Weekday,4,3.50,14.00
89,4,Cookies,2016-01-11,Afternoon,Weekday,1,1.50,1.50
90,8,Pastry,2016-01-11,Afternoon,Weekday,1,3.50,3.50
91,1,Alfajores,2016-01-11,Afternoon,Weekday,2,2.00,4.00
92,3,Cake,2016-01-11,Afternoon,Weekday,1,5.00,5.00
93,1,Alfajores,2016-01-11,Afternoon,Weekday,4,2.00,8.00
94,3,Cake,2016-01-11,Afternoon,Weekday,2,5.00,10.00
95,5,Fudge,2016-01-11,Afternoon,Weekday,1,2.00,2.00
96,4,Cookies,2016-01-11,Afternoon,Weekday,1,1.50,1.50
97,8,Pastry,2016-01-11,Afternoon,Weekday,2,3.50,7.00
98,7,Muffin,2016-01-11,Afternoon,Weekday,1,2.00,2.00
99,1,Alfajores,2016-01-11,Afternoon,Weekday,1,2.00,2.00
100,3,Cake,2016-01-11,Afternoon,Weekday,1,5.00,5.00
101,7,Muffin,2016-01-11,Afternoon,Weekday,1,2.00,2.00
102,3,Cake,2016-01-11,Afternoon,Weekday,1,5.00,5.00
103,3,Cake,2016-01-11,Afternoon,Weekday,1,5.00,5.00
104,4,Cookies,2016-01-11,Afternoon,Weekday,2,1.50,3.00
105,1,Alfajores,2016-01-11,Afternoon,Weekday,1,2.00,2.00
106,4,Cookies,2016-01-11,Afternoon,Weekday,2,1.50,3.00
107,8,Pastry,2016-02-11,Morning,Weekday,1,3.50,3.50
108,8,Pastry,2016-02-11,Morning,Weekday,2,3.50,7.00
109,8,Pastry,2016-02-11,Morning,Weekday,2,3.50,7.00
110,8,Pastry,2016-02-11,Morning,Weekday,2,3.50,7.00
111,8,Pastry,2016-02-11,Morning,Weekday,1,3.50,3.50
112,8,Pastry,2016-02-11,Morning,Weekday,2,3.50,7.00
113,1,Alfajores,2016-02-11,Morning,Weekday,1,2.00,2.00
114,8,Pastry,2016-02-11,Morning,Weekday,2,3.50,7.00
115,8,Pastry,2016-02-11,Morning,Weekday,1,3.50,3.50
116,8,Pastry,2016-02-11,Morning,Weekday,2,3.50,7.00
117,8,Pastry,2016-02-11,Morning,Weekday,2,3.50,7.00
118,8,Pastry,2016-02-11,Morning,Weekday,2,3.50,7.00
119,8,Pastry,2016-02-11,Morning,Weekday,2,3.50,7.00
120,8,Pastry,2016-02-11,Morning,Weekday,1,3.50,3.50
121,8,Pastry,2016-02-11,Morning,Weekday,1,3.50,3.50
122,8,Pastry,2016-02-11,Morning,Weekday,1,3.50,3.50
123,1,Alfajores,2016-02-11,Morning,Weekday,1,2.00,2.00
124,8,Pastry,2016-02-11,Morning,Weekday,1,3.50,3.50
125,1,Alfajores,2016-02-11,Morning,Weekday,1,2.00,2.00
126,4,Cookies,2016-02-11,Morning,Weekday,1,1.50,1.50
127,4,Cookies,2016-02-11,Morning,Weekday,1,1.50,1.50
128,7,Muffin,2016-02-11,Afternoon,Weekday,1,2.00,2.00
129,1,Alfajores,2016-02-11,Afternoon,Weekday,1,2.00,2.00
130,4,Cookies,2016-02-11,Afternoon,Weekday,2,1.50,3.00
131,5,Fudge,2016-02-11,Afternoon,Weekday,2,2.00,4.00
132,4,Cookies,2016-02-11,Afternoon,Weekday,1,1.50,1.50
133,4,Cookies,2016-02-11,Afternoon,Weekday,1,1.50,1.50
134,5,Fudge,2016-02-11,Afternoon,Weekday,1,2.00,2.00
135,1,Alfajores,2016-02-11,Afternoon,Weekday,1,2.00,2.00
136,1,Alfajores,2016-02-11,Afternoon,Weekday,1,2.00,2.00
137,1,Alfajores,2016-02-11,Afternoon,Weekday,1,2.00,2.00
138,4,Cookies,2016-02-11,Afternoon,Weekday,1,1.50,1.50
139,1,Alfajores,2016-02-11,Evening,Weekday,2,2.00,4.00
140,5,Fudge,2016-02-11,Evening,Weekday,1,2.00,2.00
141,1,Alfajores,2016-02-11,Evening,Weekday,1,2.00,2.00
142,1,Alfajores,2016-02-11,Evening,Weekday,1,2.00,2.00
143,8,Pastry,2016-03-11,Morning,Weekday,2,3.50,7.00
144,8,Pastry,2016-03-11,Morning,Weekday,2,3.50,7.00
145,8,Pastry,2016-03-11,Morning,Weekday,1,3.50,3.50
146,8,Pastry,2016-03-11,Morning,Weekday,1,3.50,3.50
147,8,Pastry,2016-03-11,Morning,Weekday,1,3.50,3.50
148,8,Pastry,2016-03-11,Morning,Weekday,1,3.50,3.50
149,8,Pastry,2016-03-11,Morning,Weekday,2,3.50,7.00
150,8,Pastry,2016-03-11,Morning,Weekday,1,3.50,3.50
151,8,Pastry,2016-03-11,Morning,Weekday,2,3.50,7.00
152,8,Pastry,2016-03-11,Morning,Weekday,1,3.50,3.50
153,8,Pastry,2016-03-11,Morning,Weekday,1,3.50,3.50
154,2,Brownie,2016-03-11,Morning,Weekday,1,3.50,3.50
155,1,Alfajores,2016-03-11,Morning,Weekday,1,2.00,2.00
156,5,Fudge,2016-03-11,Morning,Weekday,1,2.00,2.00
157,5,Fudge,2016-03-11,Morning,Weekday,1,2.00,2.00
158,4,Cookies,2016-03-11,Morning,Weekday,2,1.50,3.00
159,8,Pastry,2016-03-11,Morning,Weekday,1,3.50,3.50
160,8,Pastry,2016-03-11,Morning,Weekday,1,3.50,3.50
161,8,Pastry,2016-03-11,Morning,Weekday,1,3.50,3.50
162,8,Pastry,2016-03-11,Morning,Weekday,2,3.50,7.00
163,4,Cookies,2016-03-11,Morning,Weekday,1,1.50,1.50
164,2,Brownie,2016-03-11,Afternoon,Weekday,1,3.50,3.50
165,2,Brownie,2016-03-11,Afternoon,Weekday,1,3.50,3.50
166,4,Cookies,2016-03-11,Afternoon,Weekday,2,1.50,3.00
167,2,Brownie,2016-03-11,Afternoon,Weekday,1,3.50,3.50
168,2,Brownie,2016-03-11,Afternoon,Weekday,1,3.50,3.50
169,8,Pastry,2016-03-11,Afternoon,Weekday,1,3.50,3.50
170,3,Cake,2016-03-11,Afternoon,Weekday,1,5.00,5.00
171,8,Pastry,2016-03-11,Afternoon,Weekday,1,3.50,3.50
172,3,Cake,2016-03-11,Afternoon,Weekday,1,5.00,5.00
173,5,Fudge,2016-03-11,Afternoon,Weekday,1,2.00,2.00
174,1,Alfajores,2016-03-11,Afternoon,Weekday,1,2.00,2.00
175,2,Brownie,2016-03-11,Afternoon,Weekday,1,3.50,3.50
176,8,Pastry,2016-03-11,Afternoon,Weekday,1,3.50,3.50
177,3,Cake,2016-03-11,Afternoon,Weekday,1,5.00,5.00
178,1,Alfajores,2016-03-11,Afternoon,Weekday,1,2.00,2.00
179,1,Alfajores,2016-03-11,Afternoon,Weekday,2,2.00,4.00
180,3,Cake,2016-03-11,Afternoon,Weekday,1,5.00,5.00
181,3,Cake,2016-03-11,Afternoon,Weekday,1,5.00,5.00
182,1,Alfajores,2016-03-11,Afternoon,Weekday,1,2.00,2.00
183,1,Alfajores,2016-03-11,Afternoon,Weekday,1,2.00,2.00
184,5,Fudge,2016-03-11,Afternoon,Weekday,5,2.00,10.00
185,1,Alfajores,2016-03-11,Afternoon,Weekday,1,2.00,2.00
186,2,Brownie,2016-03-11,Afternoon,Weekday,2,3.50,7.00
187,1,Alfajores,2016-03-11,Afternoon,Weekday,1,2.00,2.00
188,1,Alfajores,2016-03-11,Afternoon,Weekday,1,2.00,2.00
189,2,Brownie,2016-03-11,Afternoon,Weekday,1,3.50,3.50
190,4,Cookies,2016-03-11,Afternoon,Weekday,1,1.50,1.50
191,3,Cake,2016-03-11,Afternoon,Weekday,1,5.00,5.00
192,4,Cookies,2016-03-11,Afternoon,Weekday,1,1.50,1.50
193,4,Cookies,2016-03-11,Evening,Weekday,1,1.50,1.50
194,8,Pastry,2016-04-11,Morning,Weekday,1,3.50,3.50
195,8,Pastry,2016-04-11,Morning,Weekday,2,3.50,7.00
196,8,Pastry,2016-04-11,Morning,Weekday,1,3.50,3.50
197,2,Brownie,2016-04-11,Morning,Weekday,1,3.50,3.50
198,4,Cookies,2016-04-11,Morning,Weekday,1,1.50,1.50
199,2,Brownie,2016-04-11,Morning,Weekday,2,3.50,7.00
200,2,Brownie,2016-04-11,Morning,Weekday,2,3.50,7.00
201,2,Brownie,2016-04-11,Morning,Weekday,2,3.50,7.00
202,2,Brownie,2016-04-11,Morning,Weekday,2,3.50,7.00
203,2,Brownie,2016-04-11,Morning,Weekday,1,3.50,3.50
204,1,Alfajores,2016-04-11,Morning,Weekday,1,2.00,2.00
205,8,Pastry,2016-04-11,Morning,Weekday,1,3.50,3.50
206,5,Fudge,2016-04-11,Afternoon,Weekday,1,2.00,2.00
207,5,Fudge,2016-04-11,Afternoon,Weekday,1,2.00,2.00
208,8,Pastry,2016-04-11,Afternoon,Weekday,1,3.50,3.50
209,8,Pastry,2016-04-11,Afternoon,Weekday,1,3.50,3.50
210,2,Brownie,2016-04-11,Afternoon,Weekday,1,3.50,3.50
211,2,Brownie,2016-04-11,Afternoon,Weekday,1,3.50,3.50
212,1,Alfajores,2016-04-11,Afternoon,Weekday,1,2.00,2.00
213,2,Brownie,2016-04-11,Afternoon,Weekday,1,3.50,3.50
214,2,Brownie,2016-04-11,Afternoon,Weekday,1,3.50,3.50
215,3,Cake,2016-04-11,Afternoon,Weekday,1,5.00,5.00
216,1,Alfajores,2016-04-11,Afternoon,Weekday,10,2.00,20.00
217,2,Brownie,2016-04-11,Afternoon,Weekday,1,3.50,3.50
218,1,Alfajores,2016-04-11,Afternoon,Weekday,1,2.00,2.00
219,2,Brownie,2016-04-11,Afternoon,Weekday,1,3.50,3.50
220,4,Cookies,2016-04-11,Afternoon,Weekday,1,1.50,1.50
221,2,Brownie,2016-04-11,Afternoon,Weekday,1,3.50,3.50
222,2,Brownie,2016-04-11,Afternoon,Weekday,1,3.50,3.50
223,4,Cookies,2016-04-11,Afternoon,Weekday,2,1.50,3.00
224,2,Brownie,2016-04-11,Afternoon,Weekday,1,3.50,3.50
225,1,Alfajores,2016-04-11,Afternoon,Weekday,1,2.00,2.00
226,1,Alfajores,2016-04-11,Evening,Weekday,5,2.00,10.00
227,4,Cookies,2016-04-11,Evening,Weekday,1,1.50,1.50
228,2,Brownie,2016-04-11,Evening,Weekday,2,3.50,7.00
229,5,Fudge,2016-04-11,Evening,Weekday,1,2.00,2.00
230,2,Brownie,2016-04-11,Evening,Weekday,1,3.50,3.50
231,5,Fudge,2016-04-11,Evening,Weekday,1,2.00,2.00
232,5,Fudge,2016-05-11,Morning,Weekend,1,2.00,2.00
233,8,Pastry,2016-05-11,Morning,Weekend,2,3.50,7.00
234,5,Fudge,2016-05-11,Morning,Weekend,1,2.00,2.00
235,2,Brownie,2016-05-11,Morning,Weekend,1,3.50,3.50
236,4,Cookies,2016-05-11,Morning,Weekend,1,1.50,1.50
237,2,Brownie,2016-05-11,Morning,Weekend,1,3.50,3.50
238,2,Brownie,2016-05-11,Morning,Weekend,1,3.50,3.50
239,2,Brownie,2016-05-11,Morning,Weekend,1,3.50,3.50
240,2,Brownie,2016-05-11,Morning,Weekend,2,3.50,7.00
241,3,Cake,2016-05-11,Morning,Weekend,1,5.00,5.00
242,5,Fudge,2016-05-11,Morning,Weekend,1,2.00,2.00
243,3,Cake,2016-05-11,Morning,Weekend,1,5.00,5.00
244,8,Pastry,2016-05-11,Morning,Weekend,1,3.50,3.50
245,2,Brownie,2016-05-11,Morning,Weekend,2,3.50,7.00
246,2,Brownie,2016-05-11,Morning,Weekend,1,3.50,3.50
247,2,Brownie,2016-05-11,Morning,Weekend,1,3.50,3.50
248,4,Cookies,2016-05-11,Morning,Weekend,1,1.50,1.50
249,5,Fudge,2016-05-11,Morning,Weekend,1,2.00,2.00
250,4,Cookies,2016-05-11,Morning,Weekend,2,1.50,3.00
251,8,Pastry,2016-05-11,Morning,Weekend,1,3.50,3.50
252,2,Brownie,2016-05-11,Morning,Weekend,1,3.50,3.50
253,2,Brownie,2016-05-11,Morning,Weekend,1,3.50,3.50
254,5,Fudge,2016-05-11,Morning,Weekend,2,2.00,4.00
255,2,Brownie,2016-05-11,Morning,Weekend,2,3.50,7.00
256,2,Brownie,2016-05-11,Morning,Weekend,1,3.50,3.50
257,2,Brownie,2016-05-11,Morning,Weekend,1,3.50,3.50
258,2,Brownie,2016-05-11,Morning,Weekend,1,3.50,3.50
259,5,Fudge,2016-05-11,Morning,Weekend,1,2.00,2.00
260,5,Fudge,2016-05-11,Morning,Weekend,1,2.00,2.00
261,3,Cake,2016-05-11,Morning,Weekend,1,5.00,5.00
262,3,Cake,2016-05-11,Morning,Weekend,1,5.00,5.00
263,3,Cake,2016-05-11,Morning,Weekend,1,5.00,5.00
264,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
265,2,Brownie,2016-05-11,Afternoon,Weekend,2,3.50,7.00
266,2,Brownie,2016-05-11,Afternoon,Weekend,3,3.50,10.50
267,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
268,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
269,3,Cake,2016-05-11,Afternoon,Weekend,1,5.00,5.00
270,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
271,3,Cake,2016-05-11,Afternoon,Weekend,2,5.00,10.00
272,3,Cake,2016-05-11,Afternoon,Weekend,1,5.00,5.00
273,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
274,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
275,2,Brownie,2016-05-11,Afternoon,Weekend,3,3.50,10.50
276,3,Cake,2016-05-11,Afternoon,Weekend,1,5.00,5.00
277,5,Fudge,2016-05-11,Afternoon,Weekend,2,2.00,4.00
278,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
279,3,Cake,2016-05-11,Afternoon,Weekend,1,5.00,5.00
280,3,Cake,2016-05-11,Afternoon,Weekend,1,5.00,5.00
281,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
282,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
283,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
284,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
285,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
286,5,Fudge,2016-05-11,Afternoon,Weekend,1,2.00,2.00
287,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
288,2,Brownie,2016-05-11,Afternoon,Weekend,1,3.50,3.50
289,8,Pastry,2016-05-11,Evening,Weekend,1,3.50,3.50
290,8,Pastry,2016-06-11,Morning,Weekend,1,3.50,3.50
291,8,Pastry,2016-06-11,Morning,Weekend,2,3.50,7.00
292,8,Pastry,2016-06-11,Morning,Weekend,1,3.50,3.50
293,8,Pastry,2016-06-11,Morning,Weekend,1,3.50,3.50
294,8,Pastry,2016-06-11,Morning,Weekend,2,3.50,7.00
295,8,Pastry,2016-06-11,Morning,Weekend,1,3.50,3.50
296,8,Pastry,2016-06-11,Morning,Weekend,4,3.50,14.00
297,7,Muffin,2016-06-11,Morning,Weekend,2,2.00,4.00
298,7,Muffin,2016-06-11,Morning,Weekend,1,2.00,2.00
299,8,Pastry,2016-06-11,Morning,Weekend,1,3.50,3.50
300,8,Pastry,2016-06-11,Morning,Weekend,1,3.50,3.50
301,8,Pastry,2016-06-11,Morning,Weekend,1,3.50,3.50
302,7,Muffin,2016-06-11,Morning,Weekend,1,2.00,2.00
303,7,Muffin,2016-06-11,Morning,Weekend,1,2.00,2.00
304,7,Muffin,2016-06-11,Morning,Weekend,1,2.00,2.00
305,5,Fudge,2016-06-11,Morning,Weekend,1,2.00,2.00
306,7,Muffin,2016-06-11,Afternoon,Weekend,1,2.00,2.00
307,3,Cake,2016-06-11,Afternoon,Weekend,1,5.00,5.00
308,3,Cake,2016-06-11,Afternoon,Weekend,1,5.00,5.00
309,2,Brownie,2016-06-11,Afternoon,Weekend,1,3.50,3.50
310,7,Muffin,2016-06-11,Afternoon,Weekend,1,2.00,2.00
311,3,Cake,2016-06-11,Afternoon,Weekend,1,5.00,5.00
312,3,Cake,2016-06-11,Afternoon,Weekend,1,5.00,5.00
313,7,Muffin,2016-06-11,Afternoon,Weekend,2,2.00,4.00
314,1,Alfajores,2016-06-11,Afternoon,Weekend,1,2.00,2.00
315,3,Cake,2016-06-11,Afternoon,Weekend,1,5.00,5.00
316,1,Alfajores,2016-06-11,Afternoon,Weekend,1,2.00,2.00
317,7,Muffin,2016-06-11,Afternoon,Weekend,1,2.00,2.00
318,2,Brownie,2016-06-11,Afternoon,Weekend,1,3.50,3.50
319,3,Cake,2016-06-11,Afternoon,Weekend,1,5.00,5.00
320,1,Alfajores,2016-06-11,Afternoon,Weekend,1,2.00,2.00
321,5,Fudge,2016-06-11,Afternoon,Weekend,6,2.00,12.00
322,8,Pastry,2016-06-11,Afternoon,Weekend,2,3.50,7.00
323,8,Pastry,2016-06-11,Afternoon,Weekend,4,3.50,14.00
324,1,Alfajores,2016-06-11,Afternoon,Weekend,1,2.00,2.00
325,1,Alfajores,2016-06-11,Afternoon,Weekend,1,2.00,2.00
326,1,Alfajores,2016-06-11,Afternoon,Weekend,4,2.00,8.00
327,1,Alfajores,2016-06-11,Afternoon,Weekend,5,2.00,10.00
328,1,Alfajores,2016-06-11,Afternoon,Weekend,1,2.00,2.00
329,1,Alfajores,2016-06-11,Afternoon,Weekend,1,2.00,2.00
330,8,Pastry,2016-06-11,Afternoon,Weekend,2,3.50,7.00
331,1,Alfajores,2016-06-11,Afternoon,Weekend,1,2.00,2.00
332,8,Pastry,2016-06-11,Afternoon,Weekend,1,3.50,3.50
333,1,Alfajores,2016-06-11,Afternoon,Weekend,1,2.00,2.00
334,1,Alfajores,2016-06-11,Afternoon,Weekend,1,2.00,2.00
335,1,Alfajores,2016-06-11,Afternoon,Weekend,3,2.00,6.00
336,1,Alfajores,2016-06-11,Evening,Weekend,1,2.00,2.00
337,8,Pastry,2016-06-11,Evening,Weekend,1,3.50,3.50
338,8,Pastry,2016-07-11,Morning,Weekday,2,3.50,7.00
339,8,Pastry,2016-07-11,Morning,Weekday,1,3.50,3.50
340,1,Alfajores,2016-07-11,Morning,Weekday,1,2.00,2.00
341,8,Pastry,2016-07-11,Morning,Weekday,1,3.50,3.50
342,8,Pastry,2016-07-11,Morning,Weekday,1,3.50,3.50
343,7,Muffin,2016-07-11,Morning,Weekday,1,2.00,2.00
344,1,Alfajores,2016-07-11,Morning,Weekday,1,2.00,2.00
345,8,Pastry,2016-07-11,Morning,Weekday,1,3.50,3.50
346,7,Muffin,2016-07-11,Morning,Weekday,1,2.00,2.00
347,1,Alfajores,2016-07-11,Morning,Weekday,1,2.00,2.00
348,8,Pastry,2016-07-11,Morning,Weekday,1,3.50,3.50
349,7,Muffin,2016-07-11,Morning,Weekday,1,2.00,2.00
350,7,Muffin,2016-07-11,Morning,Weekday,1,2.00,2.00
351,8,Pastry,2016-07-11,Morning,Weekday,3,3.50,10.50
352,7,Muffin,2016-07-11,Morning,Weekday,2,2.00,4.00
353,7,Muffin,2016-07-11,Morning,Weekday,1,2.00,2.00
354,7,Muffin,2016-07-11,Morning,Weekday,1,2.00,2.00
355,4,Cookies,2016-07-11,Morning,Weekday,1,1.50,1.50
356,7,Muffin,2016-07-11,Morning,Weekday,1,2.00,2.00
357,7,Muffin,2016-07-11,Afternoon,Weekday,1,2.00,2.00
358,7,Muffin,2016-07-11,Afternoon,Weekday,1,2.00,2.00
359,5,Fudge,2016-07-11,Afternoon,Weekday,1,2.00,2.00
360,5,Fudge,2016-07-11,Afternoon,Weekday,1,2.00,2.00
361,4,Cookies,2016-07-11,Afternoon,Weekday,1,1.50,1.50
362,8,Pastry,2016-07-11,Afternoon,Weekday,1,3.50,3.50
363,7,Muffin,2016-07-11,Afternoon,Weekday,2,2.00,4.00
364,7,Muffin,2016-07-11,Afternoon,Weekday,1,2.00,2.00
365,1,Alfajores,2016-07-11,Afternoon,Weekday,1,2.00,2.00
366,7,Muffin,2016-07-11,Afternoon,Weekday,1,2.00,2.00
367,4,Cookies,2016-07-11,Evening,Weekday,5,1.50,7.50
368,8,Pastry,2016-08-11,Morning,Weekday,5,3.50,17.50
369,8,Pastry,2016-08-11,Morning,Weekday,3,3.50,10.50
370,8,Pastry,2016-08-11,Morning,Weekday,1,3.50,3.50
371,5,Fudge,2016-08-11,Morning,Weekday,2,2.00,4.00
372,8,Pastry,2016-08-11,Morning,Weekday,1,3.50,3.50
373,1,Alfajores,2016-08-11,Morning,Weekday,2,2.00,4.00
374,1,Alfajores,2016-08-11,Morning,Weekday,2,2.00,4.00
375,7,Muffin,2016-08-11,Morning,Weekday,1,2.00,2.00
376,2,Brownie,2016-08-11,Morning,Weekday,1,3.50,3.50
377,5,Fudge,2016-08-11,Morning,Weekday,2,2.00,4.00
378,7,Muffin,2016-08-11,Morning,Weekday,4,2.00,8.00
379,8,Pastry,2016-08-11,Morning,Weekday,1,3.50,3.50
380,8,Pastry,2016-08-11,Morning,Weekday,1,3.50,3.50
381,2,Brownie,2016-08-11,Morning,Weekday,3,3.50,10.50
382,8,Pastry,2016-08-11,Morning,Weekday,1,3.50,3.50
383,1,Alfajores,2016-08-11,Morning,Weekday,2,2.00,4.00
384,1,Alfajores,2016-08-11,Morning,Weekday,1,2.00,2.00
385,8,Pastry,2016-08-11,Afternoon,Weekday,1,3.50,3.50
386,2,Brownie,2016-08-11,Afternoon,Weekday,2,3.50,7.00
387,4,Cookies,2016-08-11,Afternoon,Weekday,1,1.50,1.50
